Employee_ID,Job_Title,Department,Role_Level,Employee_Persona,Hire_Date,Tenure_Years,Experience_Years,Domain_Expertise_Years,Salary_INR,Salary_to_Experience_Ratio,Performance_Rating_Current,Perf_Hist_1,Perf_Hist_2,Perf_Hist_3,Perf_Trend_Slope,Recent_Performance_Delta,Performance_Volatility,Weekly_Workload_Hours,Workload_to_Capacity_Ratio,Active_Task_Count,Completed_Tasks_30d,Task_Completion_Rate,Task_Overdue_Count,Overtime_Hours_30d,After_Hours_Activity_Hours,Avg_Daily_Meeting_Hours,Task_Switch_Frequency,Focus_Time_Ratio,Avg_Response_Time_Hours,Current_Day_of_Week,Days_Until_Deadline,Is_Quarter_End,Project_Phase,Days_Since_Vacation,Leave_Days_3m,Self_Reported_Stress,Sentiment_Score,Language_Tone_Stress_Index,Physio_Proxy_HRV,Survey_Wellbeing_Score,Skill_Role_Match_Score,Learning_Capacity_Score,Capacity_Score,Team_Size,Direct_Reports_Count,Collaboration_Intensity_Score,Manager_Support_Score,Communication_Frequency_Score,Incoming_Task_Complexity,Incoming_Task_Complexity_Score,Incoming_Task_Estimated_Hours,Incoming_Task_Skill_Match,Incoming_Task_Urgency,Incoming_Task_Urgency_Score,CLI_v2,Risk_Category,Delta_if_Assign,Delta_no_Assign,Recommendation,Attrition_Label
EMP200053,Machine Learning Engineer,Engineering,Senior,Balanced,2013-11-16,11.98,14.0,10.49,2271360,0.001,4.21,4.04,4.15,4.21,0.085,0.06,0.07,98.86,2.197,14,44,0.746,4,120.0,6.81,1.07,20,0.95,8.36,2,3,0,Testing,23,5,5.0,-0.123,1.0,58.1,48.79,1.0,0.954,1.0,5,0,0.171,0.578,0.538,Low,0.25,10.61,1.0,Low,0.25,0.591,High,-1.8,-0.127,DoNotAssign,1
EMP200054,Account Manager,Sales,Mid,Balanced,2020-07-09,5.34,5.34,5.34,528322,0.0,1.77,1.85,1.83,1.77,-0.04,-0.06,0.034,57.39,1.275,9,15,0.6,1,44.8,12.6,4.78,11,0.459,3.1,4,14,0,Development,95,2,5.0,-0.276,1.0,38.3,16.72,0.2,0.768,1.0,3,5,0.893,0.406,1.0,Medium,0.5,12.94,0.211,Medium,0.5,0.498,Medium,-1.613,-0.098,DoNotAssign,0
EMP200055,Data Scientist I,DataScience,Senior,Balanced,2025-02-22,0.71,4.0,3.39,1835601,0.002,4.27,3.85,4.02,4.27,0.21,0.25,0.172,40.9,0.909,9,21,0.677,1,4.7,6.53,1.12,11,0.95,7.97,2,30,0,Development,23,2,3.68,0.672,0.555,74.72,72.31,0.678,1.0,1.0,5,0,0.638,0.868,0.652,Medium,0.5,13.74,0.787,Low,0.25,0.306,Medium,-0.907,-0.021,AssignWithSupport,1
EMP200056,C-Level Executive,Executive,Junior,Balanced,2009-10-13,16.08,16.08,16.08,1317207,0.0,3.02,3.33,3.15,3.02,-0.155,-0.13,0.127,58.73,1.305,10,31,0.738,4,53.5,2.13,4.05,18,0.639,4.56,3,7,0,Testing,21,1,5.0,-0.427,1.0,75.56,30.53,0.909,0.713,1.0,3,6,0.891,0.573,1.0,High,0.75,21.66,0.681,Medium,0.5,0.524,Medium,-1.609,-0.095,DoNotAssign,1
EMP200057,Software Engineer II,Engineering,Junior,Workaholic,2007-12-31,17.86,18.0,15.26,1909639,0.0,4.19,4.57,4.51,4.19,-0.19,-0.32,0.167,20.0,0.404,3,15,0.789,1,0.0,1.09,0.38,5,0.95,1.51,1,1,1,Development,42,1,2.94,0.595,0.538,81.02,86.11,1.0,0.975,1.1,7,0,0.296,0.761,0.144,Low,0.25,10.86,0.761,Medium,0.5,0.169,Low,-0.353,-0.021,Assign,0
EMP200058,HR Associate,HR,Junior,Balanced,2024-01-16,1.82,3.0,3.0,1403988,0.002,4.47,4.13,4.52,4.47,0.17,-0.05,0.173,27.26,0.606,3,17,0.81,1,3.6,5.11,0.64,9,0.95,1.79,3,14,0,Maintenance,19,1,3.03,0.3,0.386,78.37,74.93,0.591,1.0,1.0,15,0,0.794,0.87,0.367,High,0.75,19.18,0.474,Medium,0.5,0.237,Low,-0.655,-0.0,AssignWithSupport,0
EMP200059,Site Reliability Engineer,Engineering,Junior,Balanced,2018-12-15,6.9,13.0,8.81,1345532,0.0,3.18,3.26,3.33,3.18,-0.04,-0.15,0.061,42.79,0.951,5,9,0.6,0,2.1,0.0,2.58,12,0.763,2.66,1,30,0,Development,730,2,5.0,-0.035,0.833,40.18,13.31,1.0,0.529,1.0,3,0,0.286,0.623,0.752,Medium,0.5,20.89,1.0,Medium,0.5,0.431,Medium,-0.637,-0.058,AssignWithSupport,0
EMP200060,Business Analyst,Finance,Junior,Sensitive,2014-02-19,11.72,12.0,9.52,890322,0.0,4.33,3.81,4.11,4.33,0.26,0.22,0.213,71.65,1.873,13,42,0.75,1,100.9,6.88,1.64,18,0.95,7.54,3,7,0,Deployment,71,3,4.62,-0.279,1.0,54.45,32.51,1.0,1.0,0.85,5,0,0.602,0.382,0.552,Low,0.25,12.64,0.931,High,0.75,0.509,Medium,-1.8,-0.045,DoNotAssign,0
EMP200061,Staff Engineer,Engineering,Junior,Resilient,2016-12-16,8.9,11.0,8.19,1232355,0.0,2.54,2.72,2.62,2.54,-0.09,-0.08,0.074,35.7,0.635,8,14,0.609,2,0.0,9.0,1.11,11,0.856,1.83,4,30,0,Development,87,1,2.21,-0.531,0.381,93.33,76.84,0.599,0.807,1.25,7,0,0.545,0.845,0.278,Medium,0.5,15.77,0.548,Low,0.25,0.294,Low,-0.401,-0.075,Assign,0
EMP200062,QA Engineer,Engineering,Senior,Balanced,2020-07-21,5.31,9.0,3.82,1744531,0.001,3.85,3.83,3.38,3.85,0.01,0.47,0.217,59.7,1.327,10,34,0.756,1,49.0,1.32,1.04,17,0.871,3.5,4,3,1,Development,295,2,3.68,-0.411,1.0,54.3,29.0,0.917,1.0,1.0,5,0,0.436,0.565,0.626,High,0.75,22.2,1.0,Medium,0.5,0.415,Medium,-1.445,-0.112,DoNotAssign,0
EMP200063,Senior Software Engineer,Engineering,Junior,Sensitive,2021-02-14,4.74,11.0,4.62,1723268,0.001,4.17,3.54,3.59,4.17,0.315,0.58,0.286,72.4,1.893,13,31,0.689,2,88.9,10.03,0.92,16,0.95,7.93,2,30,0,Deployment,181,2,4.9,-0.434,0.944,63.29,35.17,1.0,0.855,0.85,5,0,0.594,0.733,0.437,Low,0.25,10.25,0.785,Medium,0.5,0.543,Medium,-1.8,-0.091,DoNotAssign,0
EMP200064,Business Analyst,Finance,Junior,Resilient,2024-03-09,1.67,6.0,3.84,1885564,0.001,3.95,3.25,3.77,3.95,0.35,0.18,0.297,46.57,0.828,7,28,0.778,1,22.5,2.78,2.92,15,0.897,3.15,2,3,0,Planning,170,2,1.86,0.626,0.555,90.62,84.29,0.751,0.815,1.25,7,0,0.854,0.888,1.0,Low,0.25,7.13,0.836,High,0.75,0.228,Low,-0.676,-0.064,AssignWithSupport,0
EMP200065,Data Scientist II,DataScience,Mid,Balanced,2013-11-26,11.96,17.0,11.54,707871,0.0,2.23,2.52,2.54,2.23,-0.145,-0.31,0.142,20.0,0.444,3,7,0.636,2,8.8,0.0,2.07,7,0.793,1.51,4,14,0,Development,38,2,3.05,0.057,0.61,70.39,79.17,1.0,0.611,1.0,15,0,1.0,0.738,0.747,Medium,0.5,26.49,1.0,Medium,0.5,0.239,Low,-0.616,-0.093,AssignWithSupport,0
EMP200066,Customer Success Manager,CustomerSuccess,Junior,Balanced,2011-02-14,14.74,19.0,13.86,929762,0.0,3.85,3.45,3.73,3.85,0.2,0.12,0.168,20.0,0.444,3,8,0.667,2,0.0,1.88,3.27,7,0.887,2.41,2,7,0,Development,7,7,3.11,0.226,0.552,100.45,70.83,1.0,0.692,1.0,5,4,0.828,0.634,1.0,High,0.75,19.65,1.0,Low,0.25,0.231,Low,-0.159,-0.0,HighPriority,0
EMP200067,Account Manager,Sales,Senior,Balanced,2018-05-05,7.52,7.52,6.0,1454778,0.001,2.68,2.91,2.96,2.68,-0.115,-0.28,0.122,42.78,0.951,6,8,0.533,2,21.3,1.76,1.51,8,0.799,3.72,1,30,0,Testing,7,3,3.96,0.27,0.685,64.52,48.04,0.724,0.775,1.0,15,7,1.0,0.681,0.261,Low,0.25,8.41,0.787,High,0.75,0.327,Medium,-0.983,-0.061,AssignWithSupport,0
EMP200068,Machine Learning Engineer,Engineering,Junior,Balanced,2013-09-03,12.19,16.0,11.29,1100132,0.0,3.1,3.02,2.82,3.1,0.04,0.28,0.118,22.18,0.493,4,12,0.706,0,0.0,0.0,1.17,7,0.95,3.62,4,14,0,Testing,65,2,2.66,0.692,0.448,96.17,82.3,1.0,0.67,1.0,20,0,1.0,0.895,0.502,Critical,1.0,26.74,0.962,Medium,0.5,0.163,Low,-0.432,-0.107,Assign,0
EMP200069,Sales Executive,Sales,C-Level,Struggling,2017-05-27,8.46,13.0,12.54,4458645,0.001,4.08,3.93,3.52,4.08,0.075,0.56,0.237,36.02,1.143,5,15,0.714,0,0.5,3.97,1.04,9,0.906,5.56,2,7,0,Testing,187,1,4.82,0.009,0.911,64.01,35.56,1.0,1.0,0.7,10,0,0.389,0.494,0.232,Low,0.25,8.79,0.782,Medium,0.5,0.373,Medium,-0.51,-0.0,AssignWithSupport,1
EMP200070,Product Manager,Other,Senior,Struggling,2013-10-05,12.1,12.1,11.11,971691,0.0,2.98,3.02,2.78,2.98,-0.02,0.2,0.105,54.71,1.737,6,15,0.682,2,61.7,0.0,1.46,9,0.778,5.28,3,3,0,Development,7,1,4.65,-0.587,1.0,50.56,36.28,0.985,1.0,0.7,5,3,0.562,0.657,0.59,Low,0.25,8.42,0.97,Low,0.25,0.476,Medium,-1.8,-0.075,DoNotAssign,0
EMP200071,Finance Analyst,Finance,Junior,Workaholic,2008-03-11,17.67,19.0,12.52,777152,0.0,2.2,2.69,2.41,2.2,-0.245,-0.21,0.201,20.0,0.404,3,10,0.714,1,5.1,0.0,1.64,10,0.742,3.2,3,7,0,Planning,19,1,4.05,0.393,0.69,76.19,59.57,1.0,0.475,1.1,5,0,0.338,0.551,0.438,Medium,0.5,18.66,0.722,Urgent,1.0,0.27,Low,-0.561,-0.079,AssignWithSupport,1
EMP200072,Senior Software Engineer,Engineering,Junior,Balanced,2014-10-17,11.07,12.0,10.11,1409343,0.0,4.48,4.32,4.25,4.48,0.08,0.23,0.096,20.0,0.444,5,17,0.739,0,3.2,4.77,1.06,8,0.95,1.63,1,30,0,Maintenance,13,0,2.34,0.297,0.452,92.08,63.77,1.0,1.0,1.0,7,0,0.47,0.894,0.653,High,0.75,18.77,0.957,Low,0.25,0.179,Low,-0.513,-0.0,AssignWithSupport,0
EMP200073,Software Engineer II,Engineering,Senior,Balanced,2019-05-31,6.45,11.0,5.03,2985427,0.001,2.64,3.27,2.85,2.64,-0.315,-0.21,0.262,23.0,0.511,4,13,0.722,1,0.0,0.0,1.27,7,0.831,2.61,3,30,0,Deployment,150,1,2.6,0.395,0.486,78.15,62.76,0.856,0.743,1.0,7,0,0.375,0.849,0.64,Medium,0.5,12.99,0.832,High,0.75,0.2,Low,-0.455,-0.036,Assign,0
EMP200074,Marketing Manager,Marketing,Mid,Struggling,2021-09-02,4.19,7.0,4.7,1341223,0.001,1.32,1.62,1.55,1.32,-0.15,-0.23,0.128,30.94,0.982,3,0,0.0,1,0.0,0.0,1.41,7,0.662,2.23,1,7,0,Maintenance,120,1,5.0,0.04,1.0,60.5,29.12,0.43,0.727,0.7,5,8,0.592,0.64,0.239,Low,0.25,8.87,0.334,Low,0.25,0.371,Medium,-0.795,-0.08,AssignWithSupport,1
EMP200075,Senior Product Manager,Other,Mid,Balanced,2015-04-17,10.57,12.0,8.97,849260,0.0,3.44,2.73,3.28,3.44,0.355,0.16,0.304,20.0,0.444,4,15,0.75,0,4.8,6.96,2.64,6,0.838,2.51,1,14,0,Testing,205,2,3.44,0.237,0.379,99.75,58.82,1.0,0.982,1.0,7,2,0.808,0.738,0.594,High,0.75,24.64,0.993,Low,0.25,0.241,Low,-0.611,-0.041,AssignWithSupport,0
EMP200076,Operations Manager,Operations,Senior,Sensitive,2008-06-12,17.41,17.41,17.41,2485317,0.001,3.42,3.58,3.38,3.42,-0.08,0.04,0.086,38.97,1.019,4,4,0.444,1,0.0,0.79,2.85,8,0.76,2.77,1,7,0,Planning,41,2,5.0,-0.293,1.0,48.76,27.94,1.0,0.454,0.85,15,3,1.0,0.238,1.0,Medium,0.5,11.56,1.0,Medium,0.5,0.388,Medium,-0.453,-0.072,Assign,0
EMP200077,Data Scientist II,DataScience,Junior,Balanced,2013-08-26,12.21,15.0,11.82,748993,0.0,2.39,2.29,2.42,2.39,0.05,-0.03,0.056,54.47,1.21,7,11,0.579,2,59.8,10.17,0.97,12,0.922,3.81,0,3,0,Planning,32,3,4.66,-0.746,1.0,45.49,38.27,1.0,0.444,1.0,7,0,0.449,0.296,0.483,Medium,0.5,16.76,0.922,High,0.75,0.457,Medium,-1.585,-0.058,DoNotAssign,0
EMP200078,Senior Software Engineer,Engineering,Junior,Resilient,2021-05-26,4.46,6.0,4.93,1577181,0.001,3.11,2.92,2.77,3.11,0.095,0.34,0.139,50.02,0.889,11,12,0.5,5,25.9,0.0,2.71,16,0.816,4.11,0,14,0,Development,88,3,3.07,-0.388,0.64,87.36,69.04,0.856,0.768,1.25,7,0,0.707,0.73,0.928,Medium,0.5,27.94,0.912,High,0.75,0.384,Medium,-0.877,-0.049,AssignWithSupport,0
EMP200079,Senior Product Manager,Other,Junior,Struggling,2013-08-12,12.25,15.0,13.94,1168198,0.0,3.72,3.72,3.4,3.72,0.0,0.32,0.151,29.59,0.939,4,10,0.667,2,0.0,2.59,2.78,10,0.863,2.51,2,14,1,Development,50,0,4.7,0.381,1.0,66.3,33.51,1.0,0.726,0.7,3,4,0.706,0.601,0.841,High,0.75,18.61,0.868,High,0.75,0.348,Medium,-0.778,-0.183,AssignWithSupport,1
EMP200080,Staff Engineer,Engineering,Senior,Balanced,2019-07-13,6.33,6.33,6.33,1896040,0.001,2.55,2.3,2.5,2.55,0.125,0.05,0.108,63.84,1.419,8,18,0.667,1,70.7,0.55,3.43,10,0.619,4.71,0,1,0,Development,210,0,4.41,0.174,0.929,42.51,26.85,0.678,0.836,1.0,10,0,0.879,0.525,0.98,Low,0.25,11.92,0.8,Medium,0.5,0.414,Medium,-1.761,-0.105,DoNotAssign,0
EMP200081,QA Engineer,Engineering,Mid,Balanced,2015-07-31,10.28,13.0,9.21,1136606,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,58.05,1.29,10,3,0.214,5,58.0,11.89,3.08,15,0.543,6.82,2,14,0,Planning,43,2,5.0,-0.272,1.0,51.66,30.09,0.777,0.558,1.0,7,0,0.714,0.704,0.79,Medium,0.5,12.49,0.687,Medium,0.5,0.563,High,-1.8,-0.193,DoNotAssign,0
EMP200082,Data Scientist I,DataScience,Junior,Balanced,2010-01-12,15.83,17.0,13.72,831677,0.0,2.89,2.68,2.71,2.89,0.105,0.18,0.093,33.12,0.736,5,17,0.739,2,0.0,7.97,0.77,6,0.95,1.97,1,3,0,Planning,205,4,2.51,0.528,0.587,67.46,62.9,1.0,0.563,1.0,7,0,0.352,0.857,0.296,Low,0.25,13.77,0.762,High,0.75,0.229,Low,-0.712,-0.053,AssignWithSupport,0
EMP200083,Site Reliability Engineer,Engineering,Junior,Balanced,2021-08-10,4.25,4.25,4.25,1604060,0.001,3.68,3.2,3.55,3.68,0.24,0.13,0.203,28.65,0.637,4,2,0.286,3,0.0,0.25,1.59,6,0.928,3.77,3,14,0,Planning,121,1,3.57,0.189,0.446,73.87,76.31,0.79,1.0,1.0,10,0,0.792,0.811,0.465,Low,0.25,9.42,0.783,Medium,0.5,0.27,Low,-0.389,-0.145,Assign,0
EMP200084,Customer Success Manager,CustomerSuccess,Junior,Resilient,2006-10-04,19.1,19.1,15.46,1185967,0.0,3.37,3.5,3.48,3.37,-0.065,-0.11,0.057,29.23,0.52,6,10,0.588,2,0.0,0.0,2.78,6,0.8,3.75,4,7,0,Planning,47,2,2.1,0.234,0.28,93.82,82.73,1.0,0.632,1.25,10,3,0.87,0.884,1.0,Low,0.25,9.67,1.0,Medium,0.5,0.205,Low,-0.274,-0.014,HighPriority,0
EMP200085,Machine Learning Engineer,Engineering,Junior,Balanced,2015-12-13,9.91,9.91,9.12,906381,0.0,4.73,5.0,4.84,4.73,-0.135,-0.11,0.111,52.06,1.157,7,14,0.636,2,32.6,9.19,1.72,10,0.95,5.03,0,14,0,Development,29,4,3.11,0.405,0.802,72.35,52.58,1.0,0.823,1.0,5,0,0.267,0.483,0.449,Medium,0.5,10.86,0.746,Medium,0.5,0.326,Medium,-1.046,-0.041,DoNotAssign,1
EMP200086,Director of Engineering,Engineering,Mid,Balanced,2009-05-11,16.5,18.0,15.69,1673255,0.0,4.19,3.68,3.83,4.19,0.255,0.36,0.214,42.98,0.955,7,19,0.704,0,2.6,1.11,1.66,9,0.95,3.69,0,14,0,Development,56,1,4.1,0.054,0.719,83.63,77.24,1.0,0.552,1.0,3,5,0.555,0.2,0.812,High,0.75,41.72,1.0,Low,0.25,0.305,Medium,-0.484,-0.068,Assign,0
EMP200087,Machine Learning Engineer,Engineering,Mid,Balanced,2006-05-26,19.46,22.0,16.02,1459791,0.0,4.37,3.84,3.88,4.37,0.265,0.49,0.241,30.26,0.673,4,4,0.444,1,0.0,2.35,1.16,8,0.95,4.37,0,30,0,Development,276,1,2.38,0.423,0.543,70.34,61.49,1.0,0.696,1.0,7,0,0.468,0.933,0.358,High,0.75,18.69,0.928,Medium,0.5,0.22,Low,-0.695,-0.051,AssignWithSupport,0
EMP200088,Machine Learning Engineer,Engineering,Senior,Balanced,2015-06-29,10.37,14.0,7.7,2502292,0.001,2.65,2.54,2.62,2.65,0.055,0.03,0.046,32.14,0.714,7,8,0.5,1,10.5,0.0,1.43,10,0.903,4.56,4,14,0,Deployment,208,1,4.35,-0.289,0.686,50.09,56.09,1.0,0.633,1.0,10,0,0.788,0.295,0.341,High,0.75,18.95,0.926,High,0.75,0.333,Medium,-0.884,-0.082,AssignWithSupport,1
EMP200089,Product Manager,Other,Mid,Sensitive,2015-06-03,10.44,14.0,9.66,2331845,0.001,3.9,3.78,3.82,3.9,0.06,0.08,0.05,53.36,1.395,8,30,0.769,0,47.1,4.39,3.16,12,0.815,5.67,0,14,0,Testing,35,2,5.0,0.088,1.0,55.73,38.05,1.0,0.75,0.85,7,5,0.9,0.724,0.734,Low,0.25,18.94,0.987,Urgent,1.0,0.424,Medium,-1.8,-0.01,DoNotAssign,0
EMP200090,Marketing Manager,Marketing,Junior,Sensitive,2019-09-30,6.11,7.0,5.83,1789438,0.001,3.77,4.1,4.01,3.77,-0.165,-0.24,0.139,27.16,0.71,4,0,0.0,2,20.1,0.0,2.43,8,0.821,2.9,2,3,0,Testing,7,3,4.57,-0.027,0.919,48.39,41.69,0.902,0.964,0.85,7,4,0.724,0.602,0.589,Low,0.25,11.84,0.966,High,0.75,0.331,Medium,-0.878,-0.042,AssignWithSupport,0
EMP200091,Data Scientist I,DataScience,Mid,Sensitive,2020-07-14,5.33,10.0,5.97,453064,0.0,4.55,4.69,4.81,4.55,-0.07,-0.26,0.106,20.0,0.523,4,6,0.545,1,19.2,0.0,0.95,5,0.95,8.66,0,3,0,Development,104,1,4.02,0.529,0.656,69.88,55.85,1.0,1.0,0.85,10,0,0.804,0.614,0.1,Critical,1.0,25.18,0.914,Medium,0.5,0.246,Low,-0.923,-0.0,AssignWithSupport,0
EMP200092,Finance Analyst,Finance,Senior,Balanced,2020-03-07,5.68,7.0,7.0,1311172,0.001,3.22,3.96,3.41,3.22,-0.37,-0.19,0.314,23.0,0.511,2,0,0.0,1,6.1,2.35,2.94,5,0.783,1.86,1,14,0,Testing,132,1,2.88,0.17,0.502,83.96,74.74,0.771,0.872,1.0,5,0,0.641,0.61,0.617,Medium,0.5,13.6,1.0,Low,0.25,0.223,Low,-0.473,-0.0,Assign,0
EMP200093,Marketing Manager,Marketing,Mid,Workaholic,2013-07-18,12.31,16.0,13.49,617983,0.0,2.01,2.62,2.81,2.01,-0.305,-0.8,0.341,20.0,0.404,2,6,0.667,1,1.5,0.13,3.18,8,0.664,3.52,0,14,0,Development,51,1,2.95,0.413,0.727,45.75,51.7,1.0,0.461,1.1,15,4,1.0,0.654,0.739,Low,0.25,10.31,0.949,Urgent,1.0,0.23,Low,-0.356,-0.104,Assign,0
EMP200094,Customer Success Manager,CustomerSuccess,Senior,Workaholic,2018-03-06,7.68,10.0,9.32,2597644,0.001,2.82,3.33,2.86,2.82,-0.255,-0.04,0.232,31.38,0.634,6,15,0.682,0,5.3,0.0,2.54,12,0.823,1.87,3,3,1,Development,30,1,4.62,0.083,0.72,87.88,46.99,0.773,1.0,1.1,7,3,0.764,0.2,0.796,High,0.75,25.06,0.87,Medium,0.5,0.311,Medium,-0.489,-0.137,Assign,0
EMP200095,Senior Software Engineer,Engineering,Mid,Balanced,2017-01-13,8.82,12.0,12.0,700559,0.0,2.92,2.76,2.38,2.92,0.08,0.54,0.226,29.64,0.659,3,0,0.0,2,0.0,0.0,0.1,5,0.95,7.49,4,7,0,Development,59,4,3.32,0.01,0.648,72.2,64.13,1.0,0.442,1.0,7,0,0.204,0.2,0.415,High,0.75,18.97,0.699,Low,0.25,0.266,Low,-0.45,-0.068,Assign,0
EMP200096,Account Manager,Sales,Mid,Balanced,2013-10-17,12.07,14.0,14.0,1873322,0.0,2.91,3.27,3.08,2.91,-0.18,-0.17,0.147,39.67,0.882,6,14,0.667,0,0.0,0.0,1.14,10,0.826,3.07,2,7,1,Development,195,0,4.52,0.14,0.747,70.51,49.05,0.856,0.745,1.0,5,3,0.4,0.71,0.211,Low,0.25,9.82,0.906,Medium,0.5,0.325,Medium,-0.622,-0.006,AssignWithSupport,0
EMP200097,Customer Success Manager,CustomerSuccess,Junior,Balanced,2017-06-16,8.4,12.0,12.0,1718550,0.001,3.03,3.39,3.16,3.03,-0.18,-0.13,0.149,20.47,0.455,3,10,0.714,1,0.0,0.0,2.37,7,0.739,2.0,3,7,0,Development,77,2,2.33,0.032,0.362,76.27,64.47,0.69,0.901,1.0,7,1,0.733,0.705,0.652,High,0.75,21.84,0.586,Medium,0.5,0.212,Low,-0.222,-0.077,Assign,0
EMP200098,Director of Engineering,Engineering,Junior,Sensitive,2024-10-04,1.1,4.0,4.0,660616,0.001,1.32,2.06,1.46,1.32,-0.37,-0.14,0.321,42.8,1.119,7,7,0.467,1,0.0,7.17,3.66,11,0.585,3.32,4,30,1,Planning,120,1,4.7,-0.501,1.0,57.83,32.61,0.403,0.389,0.85,5,4,0.827,0.448,1.0,Critical,1.0,26.26,0.639,High,0.75,0.452,Medium,-0.972,-0.078,AssignWithSupport,1
EMP200099,Business Analyst,Finance,Junior,Sensitive,2009-01-09,16.84,21.0,12.95,890558,0.0,3.94,3.71,4.02,3.94,0.115,-0.08,0.131,24.93,0.652,5,3,0.333,2,5.2,8.46,2.09,10,0.873,2.69,4,7,0,Testing,140,1,4.79,-0.103,0.876,76.6,34.67,1.0,0.387,0.85,10,0,0.818,0.768,0.609,High,0.75,25.69,1.0,Medium,0.5,0.366,Medium,-0.997,-0.082,AssignWithSupport,0
EMP200100,HR Associate,HR,Junior,Struggling,2023-11-23,1.97,2.0,2.0,518054,0.001,4.9,5.0,4.91,4.9,-0.05,-0.01,0.045,43.32,1.375,8,21,0.7,2,0.0,0.0,0.71,13,0.95,4.57,2,7,0,Development,197,0,5.0,-0.263,1.0,46.94,44.69,0.926,1.0,0.7,10,0,0.594,0.739,0.178,Medium,0.5,14.85,1.0,Low,0.25,0.435,Medium,-1.008,-0.079,DoNotAssign,1
EMP200101,Senior Product Manager,Other,Mid,Balanced,2006-02-12,19.74,19.74,14.46,1460869,0.0,4.25,3.74,3.72,4.25,0.255,0.53,0.245,53.53,1.19,7,20,0.714,4,39.0,0.0,1.88,10,0.95,8.7,1,1,0,Development,169,3,4.75,0.155,0.913,49.95,34.03,1.0,0.856,1.0,7,6,0.723,0.644,0.811,Low,0.25,8.79,1.0,Low,0.25,0.41,Medium,-1.278,-0.013,DoNotAssign,0
EMP200102,Director of Engineering,Engineering,Junior,Struggling,2011-06-08,14.43,14.43,11.94,738384,0.0,1.82,2.13,1.95,1.82,-0.155,-0.13,0.127,37.17,1.18,6,2,0.222,2,0.0,1.26,2.2,7,0.691,4.46,0,14,0,Deployment,20,0,5.0,-0.373,1.0,59.9,15.63,0.944,0.772,0.7,15,3,0.949,0.397,0.88,Low,0.25,16.14,0.975,Medium,0.5,0.429,Medium,-1.067,-0.101,DoNotAssign,0
EMP200103,Site Reliability Engineer,Engineering,Mid,Balanced,2011-01-05,14.85,20.0,12.12,745114,0.0,1.81,2.48,2.1,1.81,-0.335,-0.29,0.274,58.76,1.306,12,6,0.316,3,53.0,5.26,1.09,14,0.774,4.93,3,14,0,Planning,239,1,5.0,-0.52,1.0,47.8,34.12,1.0,0.206,1.0,20,0,0.855,0.537,0.258,Low,0.25,5.7,0.965,Medium,0.5,0.501,Medium,-1.8,-0.066,DoNotAssign,1
EMP200104,QA Engineer,Engineering,Senior,Balanced,2018-01-24,7.79,10.0,6.41,3719821,0.001,4.26,4.58,4.27,4.26,-0.16,-0.01,0.149,53.94,1.199,6,22,0.759,2,55.6,7.26,1.56,8,0.95,2.99,2,30,0,Planning,7,5,4.43,0.112,0.936,59.23,54.63,1.0,0.599,1.0,15,0,1.0,0.379,0.704,High,0.75,16.18,0.942,Low,0.25,0.372,Medium,-1.284,-0.0,DoNotAssign,0
EMP200105,Data Scientist I,DataScience,Junior,Sensitive,2007-09-27,18.12,21.0,14.15,1847030,0.0,2.06,2.04,2.41,2.06,0.01,-0.35,0.17,25.85,0.676,5,7,0.538,1,0.0,1.73,2.8,9,0.683,3.48,0,1,0,Maintenance,11,0,5.0,-0.624,0.976,45.78,30.88,1.0,0.681,0.85,15,0,1.0,0.636,0.98,Medium,0.5,13.44,0.779,Low,0.25,0.391,Medium,-0.712,-0.0,AssignWithSupport,1
EMP200106,Customer Success Manager,CustomerSuccess,Junior,Sensitive,2023-05-28,2.46,2.46,2.46,850261,0.001,3.17,3.13,3.25,3.17,0.02,-0.08,0.05,32.23,0.843,9,25,0.714,2,0.0,0.0,2.26,14,0.826,4.82,0,3,1,Testing,165,3,5.0,0.405,1.0,56.19,37.0,0.525,0.823,0.85,10,2,0.867,0.2,0.843,Medium,0.5,11.64,0.47,Low,0.25,0.371,Medium,-0.788,-0.066,AssignWithSupport,0
EMP200107,Finance Analyst,Finance,Senior,Balanced,2022-04-13,3.58,6.0,5.92,2391300,0.002,3.49,3.57,3.44,3.49,-0.04,0.05,0.054,29.13,0.647,3,14,0.778,1,0.0,2.23,1.95,7,0.95,3.3,4,3,0,Maintenance,26,0,3.14,0.166,0.554,69.34,79.96,0.907,0.845,1.0,15,0,0.985,0.692,0.517,Medium,0.5,10.12,0.691,Medium,0.5,0.239,Low,-0.132,-0.037,Assign,0
EMP200108,Business Analyst,Finance,Junior,Balanced,2018-08-08,7.26,7.26,7.26,1079813,0.001,2.27,1.94,2.31,2.27,0.165,-0.04,0.166,20.0,0.444,5,4,0.4,1,0.0,0.0,1.44,11,0.816,5.28,1,30,0,Development,328,0,5.0,-0.135,0.511,74.0,64.97,0.41,0.966,1.0,15,0,0.922,0.864,0.382,Low,0.25,7.32,0.392,Low,0.25,0.355,Medium,-0.672,-0.012,AssignWithSupport,0
